id,university_short_name,program_source_code,major_code,subject_group_code
fb5c13aa-31bb-4183-8335-c8358ccce9fc,ANH,7860100_Nu_8,7860100,C03
7633eb7d-5c5f-400b-b6b7-59c14393d8f9,ANH,7860100_Nu_8,7860100,D01
1b9d661a-4202-436c-a962-ff95e976205c,ANH,7860100_Nu_8,7860100,X02
f9265eb3-56bf-4922-aa6d-465da4c4e514,ANH,7860100_Nu_8,7860100,X03
7ea2c0e2-dacc-46c3-a9d3-138f695994dc,ANH,7860100_Nu_8,7860100,X04
8e6a6a96-6b63-4c66-93ad-ebe340f77e9c,ANH,7860114_Nam_B,7860114,A00
ee5d1737-7c53-4a1d-8ac6-26fd1d58935a,ANH,7860114_Nam_B,7860114,A01
44d9b8e1-dd12-46c1-aae1-8c18654d09bc,ANH,7860114_Nam_B,7860114,X26
da18276f-d9b0-467c-821a-4510207c2ada,ANH,7860114_Nam_B,7860114,X27
de2563d1-5910-426a-8cc0-55c3bc6adb5a,ANH,7860114_Nam_B,7860114,X28
6a021bdc-57b1-4660-a6ab-e288a57b2b62,ANH,7860114_Nam_N,7860114,A00
f701e432-6dc2-40de-b403-7249d3d2fe69,ANH,7860114_Nam_N,7860114,A01
f2ab841f-60c8-4457-b23d-323ea5131bf0,ANH,7860114_Nam_N,7860114,X26
f578ae0e-3765-4ff8-98f2-0b1ba4b8ce4b,ANH,7860114_Nam_N,7860114,X27
0ac7abce-ffda-45de-a9a8-efc55e696b63,ANH,7860114_Nam_N,7860114,X28
471284ea-a6d5-4f62-9808-32a48f1a2679,ANH,7860114_Nu_B,7860114,A00
460ed9df-c88c-47f1-a6f9-eef02a16107e,ANH,7860114_Nu_B,7860114,A01
32266af6-d04f-4f0c-9b1c-baf2e1b09030,ANH,7860114_Nu_B,7860114,X26
2ce1c158-5130-4d45-ab48-25964d061f0f,ANH,7860114_Nu_B,7860114,X27
a0533689-9c07-44aa-9b9c-c76978b9c8a8,ANH,7860114_Nu_B,7860114,X28
