id,university_short_name,major_code,program_source_code,program_name,quota,missing_reason,base_program_code,source,source_school_id,is_active
d87f3457-1d92-5cfd-a0bc-d0e517ac87c3,BKA,ME2y,ME2y,Kỹ thuật Cơ khí,,3. Dữ liệu quá khứ (Mã nhánh/Biến thể của hệ thống cũ),ME2,tuyensinh247,302,true
6ff45063-dd23-5c1b-bba8-638247d495f8,BKA,MI1x,MI1x,Toán-Tin,,3. Dữ liệu quá khứ (Mã nhánh/Biến thể của hệ thống cũ),MI1,tuyensinh247,302,true
3c074b14-9ddb-50bf-8aa6-486524b9f809,BKA,MI1y,MI1y,Toán-Tin,,3. Dữ liệu quá khứ (Mã nhánh/Biến thể của hệ thống cũ),MI1,tuyensinh247,302,true
74fafd3c-8e5b-5565-b388-71d07ffd7889,BKA,MI2x,MI2x,Hệ thống Thông tin quản lý,,3. Dữ liệu quá khứ (Mã nhánh/Biến thể của hệ thống cũ),MI2,tuyensinh247,302,true
701f3478-f576-5380-b581-190506f33df6,BKA,MI2y,MI2y,Hệ thống Thông tin quản lý,,3. Dữ liệu quá khứ (Mã nhánh/Biến thể của hệ thống cũ),MI2,tuyensinh247,302,true
7af61b29-c607-5e30-96d6-3e0d00120b7d,BKA,MS-E3x,MS-E3x,Khoa học và Kỹ thuật Vật liệu (CT tiên tiến),,3. Dữ liệu quá khứ (Mã nhánh/Biến thể của hệ thống cũ),MS-E3,tuyensinh247,302,true
7cc61526-4ed2-58b1-98c2-cb759bbe900a,BKA,MS-E3y,MS-E3y,Khoa học và Kỹ thuật Vật liệu (CT tiên tiến),,3. Dữ liệu quá khứ (Mã nhánh/Biến thể của hệ thống cũ),MS-E3,tuyensinh247,302,true
a9f926ff-785a-5cdb-9a16-2a57e8539ef2,BKA,MS1x,MS1x,Kỹ thuật Vật liệu,,3. Dữ liệu quá khứ (Mã nhánh/Biến thể của hệ thống cũ),MS1,tuyensinh247,302,true
fa084775-9026-541f-8987-6d44749ddcad,BKA,MS1y,MS1y,Kỹ thuật Vật liệu,,3. Dữ liệu quá khứ (Mã nhánh/Biến thể của hệ thống cũ),MS1,tuyensinh247,302,true
85e38b66-4413-5bb4-ac75-f3d62d5091d1,BKA,PH1x,PH1x,Vật lý Kỹ thuật,,3. Dữ liệu quá khứ (Mã nhánh/Biến thể của hệ thống cũ),PH1,tuyensinh247,302,true
f2df8a32-1bc9-5c16-836b-6aef9c51cc7f,BKA,PH1y,PH1y,Vật lý Kỹ thuật,,3. Dữ liệu quá khứ (Mã nhánh/Biến thể của hệ thống cũ),PH1,tuyensinh247,302,true
5070d29b-878b-54c0-bd17-557aad97f385,BKA,PH2x,PH2x,Kỹ thuật Hạt nhân,,3. Dữ liệu quá khứ (Mã nhánh/Biến thể của hệ thống cũ),PH2,tuyensinh247,302,true
0d69e060-f566-5a37-8648-54186fecac24,BKA,PH2y,PH2y,Kỹ thuật Hạt nhân,,3. Dữ liệu quá khứ (Mã nhánh/Biến thể của hệ thống cũ),PH2,tuyensinh247,302,true
