code,name,field_code,description
7340301C,Kế toán quản trị định hướng chứng chỉ quốc tế CMA,kinh_te,
7340301C21,Kế toán doanh nghiệp (Theo định hướng ACCA),kinh_te,
7340301C22,Kiểm toán,kinh_te,
7340301D,Kế toán doanh nghiệp (Theo định hướng ACCA),kinh_te,
7340301DKD,Kế toán,kinh_te,
7340301DKK,Kế toán,kinh_te,
7340301PH,Kế toán,kinh_te,
7340301QT,Kế toán (Chuyên ngành Kế toán tổng hợp),kinh_te,
7340301QT02,Kế toán doanh nghiệp (Theo định hướng ACCA),kinh_te,
7340301TA,Kế toán (CTĐT bằng tiếng Anh),kinh_te,
7340301TN,Kế toán doanh nghiệp,kinh_te,
7340301VP,Kế toán (học tại cơ sở VP),kinh_te,
7340301_2,Kế toán (Định hướng ACCA),kinh_te,
7340301_AP,Kế toán,kinh_te,
7340301_CLC,Kế toán (chuẩn quốc tế ACCA),kinh_te,
7340301_I,Kế toán,kinh_te,
7340301_J,Kế toán,kinh_te,
7340302,Kiểm toán,kinh_te,
7340302C21,Kế toán doanh nghiệp (Theo định hướng ACCA),kinh_te,
7340302C22,Kiểm toán,kinh_te,
7340302DKD,Kiểm toán,kinh_te,
7340302DKK,Kiểm toán,kinh_te,
7340302QT10,Kiểm toán,kinh_te,
7340303,"Kế toán, Phân tích và Kiểm toán",kinh_te,
7340401,Khoa học quản lý,kinh_te,
7340403,Quản lý công,kinh_te,
7340404,Quản trị nhân lực,kinh_te,
7340404A,Quản trị nhân lực,kinh_te,
7340404B,Quản trị nhân lực số,kinh_te,
7340404C,Quản trị nhân lực và văn phòng,kinh_te,
7340404QN,Quản trị nhân lực,kinh_te,
7340405,Hệ thống thông tin quản lý,kinh_te,
7340405_J,Hệ thống thông tin quản lý,kinh_te,
7340406,Quản trị Văn phòng,kinh_te,
7340406HCM,Quản trị văn phòng,kinh_te,
7340406QN,Quản trị văn phòng,kinh_te,
7340406TP-HCM,Quản trị văn phòng,kinh_te,
7340408,Quan hệ lao động,kinh_te,
7340409,Quản lý dự án (*),kinh_te,
7380101,Luật,phap_luat,
7380101CLC,Luật,phap_luat,
7380101HCM,Luật (Chuyên ngành Thanh tra),phap_luat,
7380101LK,Luật,phap_luat,
7380101PH,Luật (Đào tạo tại Phân hiệu Đắk Lắk),phap_luat,
7380101QN,Luật (Chuyên ngành Thanh tra),phap_luat,
7380101TP-HCM,Luật (Chuyên ngành Thanh tra),phap_luat,
7380101_B,Luật (Thí sinh miền Bắc),phap_luat,
7380101_C00,Luật,phap_luat,
7380101_N,Luật (Thí sinh miền Nam),phap_luat,
7380107,Luật Kinh tế (CTĐT Luật Kinh doanh),phap_luat,
